stem,freq,word0,freq,word1,freq,word2,freq,word3,freq,word4,freq,word5,freq,word6,freq,word7,freq,word8,freq,word9,freq,word10,freq,word11,freq,word12,freq
དེའང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྡུལ་,6,,,,,,,,,,,,,,,,,,,,,,,,,,
གསུམ་འབུམ》,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆོས་སྡེ་ཆེན་པོ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
འགྲོ་བ་ཞིག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མཁོ་བསྡད་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡང་དག་པ,133,,,,,,,,,,,,,,,,,,,,,,,,,,
ཇོ་རིན་པོ,13,,,,,,,,,,,,,,,,,,,,,,,,,,
འདྲ་མོ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐུ་རིམ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚེས་1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁག་ན,3,,,,,,,,,,,,,,,,,,,,,,,,,,
འགྲོ་བ་མི,7,,,,,,,,,,,,,,,,,,,,,,,,,,
-དེ་ལས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁོ་ར་ཁོར་ཡུག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱང་བ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
རླབས་རྒྱུན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མདའ་རྒྱང,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཕུན་སུམ་,20,,,,,,,,,,,,,,,,,,,,,,,,,,
རྣ་ཤེས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལས་དབང,79,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྒྱུར་ཡ,8,,,,,,,,,,,,,,,,,,,,,,,,,,
མི་མཁྱེན་མཁན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
-འདི་གཉིས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚེ་,245,,,,,,,,,,,,,,,,,,,,,,,,,,
འཐོར་བ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡོངས་བཤེར,3,,,,,,,,,,,,,,,,,,,,,,,,,,
-དེ་མ་གཏོགས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
མིག་མཐོང་ལག་ཟིན,5,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་འགགས་ཙམ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་ཤར་ན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚགས་ན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འཛུགས་ཤིང,5,,,,,,,,,,,,,,,,,,,,,,,,,,
(དཔར,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བསམ་གཏན་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལིས་པེ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་འཇུག་ན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྒམ་པོ,4,,,,,,,,,,,,,,,,,,,,,,,,,,
མདའ་གཞི,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལྷག་ཡ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཤིང་འབྲས,5,,,,,,,,,,,,,,,,,,,,,,,,,,
(ཨརམ),1,,,,,,,,,,,,,,,,,,,,,,,,,,
བྲེ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སྣང་ངོ་,3,,,,,,,,,,,,,,,,,,,,,,,,,,
ལསཁུངས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དེ་འདྲ,2981,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁ་བརྡ,23,,,,,,,,,,,,,,,,,,,,,,,,,,
དགེ་བའི་ཆོས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
འབའ་བ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
-རྩ་མ་ཚང་ཀྱོག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྩོད་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཞལ་,15,,,,,,,,,,,,,,,,,,,,,,,,,,
གཡོས་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཧ་མ་གོ་བ,11,,,,,,,,,,,,,,,,,,,,,,,,,,
སྟོབས་ཆུང་བ་,2,,,,,,,,,,,,,,,,,,,,,,,,,,
དེང་རབས་རོལ་དབྱངས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁྱོད་,32,,,,,,,,,,,,,,,,,,,,,,,,,,
དེར་མཐུན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལུག་གུ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལྡིང་བ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
ནུས་ལྡན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཇི,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ཨིན་ཡིག,3,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་བླངས་པ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
“ལྷ་ས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྗེད་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡོངས་ཁྱབ་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
(ཨཱ་ལོ),1,,,,,,,,,,,,,,,,,,,,,,,,,,
མཚོན་སྟངས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སྒྲིལ་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ངེད་གཉིས་ཆ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལོན་ཏོན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྡུག་ཕྱོགས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁོང་ཉིད,8,,,,,,,,,,,,,,,,,,,,,,,,,,
འཁུར་མཁན,2,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་དགོས་ན,2,,,,,,,,,,,,,,,,,,,,,,,,,,
འཁྱམ་པོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཧེ་རུ་ཀ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚུལ་གསུམ,4,,,,,,,,,,,,,,,,,,,,,,,,,,
དབྱང་ཡུས་ལིན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཀརྨ་ཆགས་མེད,3,,,,,,,,,,,,,,,,,,,,,,,,,,
གང་དྲག,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཀེ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྡེ་མི,2,,,,,,,,,,,,,,,,,,,,,,,,,,
གྱོན་ཡ,8,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་བསྒྲིམས་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དུ་མ,46,,,,,,,,,,,,,,,,,,,,,,,,,,
-ཞོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྒྲིག་པ,7,,,,,,,,,,,,,,,,,,,,,,,,,,
བྲག་བརྐོས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྗེ་བསྒྱུར,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ནམ་མཁའ་,28,,,,,,,,,,,,,,,,,,,,,,,,,,
of,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚོགས་གཞས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚེ་རིང,19,,,,,,,,,,,,,,,,,,,,,,,,,,
-ལྷག་མ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐོབ་ཐོབ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
-དད་ལྡན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མདོག་,7,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐྱོང་,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚར་བཅུ་བཅུ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དབང་དུ་བཏང,4,,,,,,,,,,,,,,,,,,,,,,,,,,
སྤང་ལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཟིན་,42,,,,,,,,,,,,,,,,,,,,,,,,,,
རྐང་འཁོར,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡོང་མ་ཡོང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བདེ་སྐྱིད་ལགས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རང་རེད་ད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ངན་སློང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཟང་མོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ངན་དྲགས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དཔེ་ཆེན་པོ,7,,,,,,,,,,,,,,,,,,,,,,,,,,
རང་སྐལ་,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སྦྱོང་མེད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཏྟི་?,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བྱེད་མཚམས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡོད”,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ངུད་མོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དོད,10,,,,,,,,,,,,,,,,,,,,,,,,,,
སྒོག་,6,,,,,,,,,,,,,,,,,,,,,,,,,,
འཕྱུར,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁུང་བུ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉེ་བ,140,,,,,,,,,,,,,,,,,,,,,,,,,,
གཏིང་འདྲི,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བསླང་བ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལྷག་པར་འཕེལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དྲ་ཚིགས,15,,,,,,,,,,,,,,,,,,,,,,,,,,
-ང་ཚོ,55,,,,,,,,,,,,,,,,,,,,,,,,,,
ཕྱིར་ཡང༌,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལྟ་གྲུབ,12,,,,,,,,,,,,,,,,,,,,,,,,,,
འགྲོ་སྙིང,4,,,,,,,,,,,,,,,,,,,,,,,,,,
-སེམས་མ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
-རྣ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཙོང་བ,6,,,,,,,,,,,,,,,,,,,,,,,,,,
སྲན་ཞོ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
རལ་པ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
ག་ས་ག་ནས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མཐུད་བྱེད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཀའ་ཆད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འཕྱ་ལད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡོང་ལེ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
གཅན་ཚ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆོས་སྲུང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
“Democracy”ཞེས་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གཡོན་པ,7,,,,,,,,,,,,,,,,,,,,,,,,,,
འདེབས་མཁན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
chutti་རེད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
-ངེས་ཤེས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
མར་,2,,,,,,,,,,,,,,,,,,,,,,,,,,
དམིགས་ན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མི་འདྲ་བོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལོག་པར་ལྟ་བ་,2,,,,,,,,,,,,,,,,,,,,,,,,,,
བལྟ་དུས,12,,,,,,,,,,,,,,,,,,,,,,,,,,
-ཁྱད་མཚར,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྡབས,5,,,,,,,,,,,,,,,,,,,,,,,,,,
བེད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཕབ་ཡ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
-བཞི་བརྒྱ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
སྡིག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བག་མེད་པ,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ཅོག་རོ་འབྲོང་གཤོར,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འབྲི་ཡ,32,,,,,,,,,,,,,,,,,,,,,,,,,,
འཁྱགས་པ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
མཇུག་སྒྲིལ་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐྱིལ་ཀྲུང,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ས་མཆོད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྡུས་ལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁོང་ཁྲོ་བ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
8:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གནས་ཚད,21,,,,,,,,,,,,,,,,,,,,,,,,,,
དུས་གསུམ་+པ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་ཉན,3,,,,,,,,,,,,,,,,,,,,,,,,,,
རེག་པ,38,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐུར,8,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་ཁུག,2,,,,,,,,,,,,,,,,,,,,,,,,,,
འབྲེལ་ཟམ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འབྲེལ་བ་,11,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁྱིམ་བཞི,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྙེན་པ་འབུམ་བདུན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དམངས་དོ་ཧ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐོག་ན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྲེད་མེད་བུ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཕུད་རྒྱག,2,,,,,,,,,,,,,,,,,,,,,,,,,,
དམར་ཐང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སང་སང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ངང་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཕན་ཐོག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལས་སྒྲིབ་པ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁ་དོག་དཀར་དམར,6,,,,,,,,,,,,,,,,,,,,,,,,,,
འདུ་ཤེས་མེད་མིན་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མཉམ་ལས་ཁང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དབང་ལུང་མན་ངག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐར་མ་སྨེ་བདུན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁ་རླངས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཤོམ་,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཤེས་ཚོར,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རག་ལུས་པ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཞ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
དབྱངས་གསལ,5,,,,,,,,,,,,,,,,,,,,,,,,,,
སྲིད་པ་,32,,,,,,,,,,,,,,,,,,,,,,,,,,
གནས་ངན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མདོ་ཕྱོགས,7,,,,,,,,,,,,,,,,,,,,,,,,,,
ཅིག་ཤོས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སྒོམ་ཀྱོག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྙོལ་རྫ,5,,,,,,,,,,,,,,,,,,,,,,,,,,
གཏན་ཁེལ,20,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྐུ་བ་,2,,,,,,,,,,,,,,,,,,,,,,,,,,
གློག་རྡུལ,5,,,,,,,,,,,,,,,,,,,,,,,,,,
འཛད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཧ་ཧ,5,,,,,,,,,,,,,,,,,,,,,,,,,,
བགྲོད་ལམ,4,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱལ་མཚན་,2,,,,,,,,,,,,,,,,,,,,,,,,,,
དེའི་སྒང་ལ,10,,,,,,,,,,,,,,,,,,,,,,,,,,
སུར་སྔོན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་བསྟན་རང་བསྟན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གཉེན་ཉེ,23,,,,,,,,,,,,,,,,,,,,,,,,,,
སྤྲོ་བ་,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ལག་གདང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྒྲ་དག་,3,,,,,,,,,,,,,,,,,,,,,,,,,,
ངོ་,48,,,,,,,,,,,,,,,,,,,,,,,,,,
སྦྲིད་,4,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྙོན,3,,,,,,,,,,,,,,,,,,,,,,,,,,
དྲུག་དམར,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡང་སྐོར,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐུལ་མ,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡོངས་ཉམས་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འདིང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཅུག,90,,,,,,,,,,,,,,,,,,,,,,,,,,
གནས་ཡུལ,12,,,,,,,,,,,,,,,,,,,,,,,,,,
བཤད་དམ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁམ་གང,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ཞུག་ཚམས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དབེན་,6,,,,,,,,,,,,,,,,,,,,,,,,,,
འཇིམ་བཟོ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉི་འོད,13,,,,,,,,,,,,,,,,,,,,,,,,,,
མན་ཇུ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
སྦྲ་གུར,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ཤ་སྦྲང,13,,,,,,,,,,,,,,,,,,,,,,,,,,
རིགས་དབྱེ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
cancelརེད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འཛེམ་དོགས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཀའ་བློན,8,,,,,,,,,,,,,,,,,,,,,,,,,,
ནོར་ཝེར,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྣོལ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
འགྲེལ་ཚུལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སངས་པོ་པོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་ཐར་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྔ་ཙམ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
གཏོང་སྲོལ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆོས་ཉིད་,18,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒན་མོ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱ་ནག,45,,,,,,,,,,,,,,,,,,,,,,,,,,
རེད་པཨ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རུས་ཐོགས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གནས་པ་བཞི,2,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྗོད་འདས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལག་རྩལ་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དགྲ་བཅོམ་པ་དྲུག་+པོ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
༡༩༧༠,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉེར་བརྒྱད་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བོད་མི་རིགས,6,,,,,,,,,,,,,,,,,,,,,,,,,,
གཡི་སླག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
-འདྲ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གང་དང་གང་,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཝ་ར་ཎ་སི,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ག་ཚོད,244,,,,,,,,,,,,,,,,,,,,,,,,,,
འདུགམ་འོངས་པ་ན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བལྟ་བྱེད,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཧཧཧ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱུས་ལོན,25,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱབ་གཟུགས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་བསགས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
15.,2,,,,,,,,,,,,,,,,,,,,,,,,,,
རི་སྐྱེས,6,,,,,,,,,,,,,,,,,,,,,,,,,,
སྦྲུལ་ནག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དབྱུག་པ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
གསེས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ལོ་མཇུག,6,,,,,,,,,,,,,,,,,,,,,,,,,,
མཐའ་མཚམས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
རྡོ་རྗེ་གདན་ན,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁེལ,15,,,,,,,,,,,,,,,,,,,,,,,,,,
གཉན་པོ,4,,,,,,,,,,,,,,,,,,,,,,,,,,
གནམ་གྲུའི,3,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐད་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འི་རྩེ་མོ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྤྲོ་སེམས་འཁོལ་བ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
འདེབས,26,,,,,,,,,,,,,,,,,,,,,,,,,,
དགའ་བ་,40,,,,,,,,,,,,,,,,,,,,,,,,,,
སྤྱད་བྱ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལབ་སྟངས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
རྩ་གསུམ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
མེ་རི,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚ་ཤོས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ངེས་པ་མེད་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འཇོང་འཇོང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྩམ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡུན་རིང་,10,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉམས་ཞིབ་པར,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བྱེ་མ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མི་སྡེ,12,,,,,,,,,,,,,,,,,,,,,,,,,,
བཅོས་ཐབས,4,,,,,,,,,,,,,,,,,,,,,,,,,,
རྙེད་ཡ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
སྡོམ་རྒྱུན,5,,,,,,,,,,,,,,,,,,,,,,,,,,
ཀ་པས,8,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་འགྲིགས་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
-ག་ཚོད,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སྔོག་དུས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ངོ་མཚར་ཅན,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"གཞིགས""",1,,,,,,,,,,,,,,,,,,,,,,,,,,
ནག་ཁུང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དགོན་གྲོང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལུང་འཛིན་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བྲན་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐྱེ་བུ་དམ་པ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
བསུང་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འཕིགས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ནན་ཞང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆད་པ,47,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་བསམ་དུས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
-ཞལ་ལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡོད་ས་རེད་གོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གཅིག་སྟོང,12,,,,,,,,,,,,,,,,,,,,,,,,,,
དེ་མ་ཟད,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁྲི་བརྒྱད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྟེའུ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
༢༠༡༡,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁུར་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཤགས་,6,,,,,,,,,,,,,,,,,,,,,,,,,,
འབྲང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དཀར་མཛེས་པ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྡ་ཁྱབས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དེ་ལྟ་ན,2,,,,,,,,,,,,,,,,,,,,,,,,,,
གོ་ཟུར,2,,,,,,,,,,,,,,,,,,,,,,,,,,
རྩོམ་སྒྲིག་པུའུ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
པེ་ཅིང,12,,,,,,,,,,,,,,,,,,,,,,,,,,
འབྱོར་ཐ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དབུ་ལྕོག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མཆིམས་རྗེའི་ནེ་འུ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དུས་གང,2,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱུད་གཅིག་,2,,,,,,,,,,,,,,,,,,,,,,,,,,
དབྱར་དགུན་སྟོན་དཔྱིད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གྲག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་ཉར་ན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁྲོ་ཤུལ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚོད་འཇལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆོས་ཀྱི་རྣམ་གྲངས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ངན་ཤན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མི་ལྕོགས་པ་,19,,,,,,,,,,,,,,,,,,,,,,,,,,
གཙང་རྐྱང,3,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉོན་མོངས་,18,,,,,,,,,,,,,,,,,,,,,,,,,,
ཅིག,3772,,,,,,,,,,,,,,,,,,,,,,,,,,
དམའ་རིམ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆོས་བདེན་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
