མཆན,as a prefix,མཆན་ཁུང,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
མཆུ,as a prefix,མཆུ་རིང,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
མཆོག,as a prefix,མཆོག་ཉིད,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
མཆོག,as a postfix,དཀོན་མཆོག,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
མཆོད,as a prefix,མཆོད་སྡོང,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཇི,as a prefix,ཇི་སྐད,ཇི་སྙམ,ཇི་སྙེད,ཇི་ལྟ,ཇི་ལྟ་བུ་,ཇི་ལྟར,ཇི་ཙམ,ཇི་བཞིན,ཇི་སྲིད,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཇི་ལྟ,as a prefix,ཇི་ལྟ་བུ་,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
འཇམ,as a prefix,འཇམ་དཔལ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
འཇིག,as a prefix,འཇིག་རྟེན,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
རྗེས,as a prefix,རྗེས་སུ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ལྗང,as a prefix,ལྗང་གུ,ལྗང་བུ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྗིད,as a postfix,གཟི་བརྗིད,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉན,as a prefix,ཉན་ཐོས,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉམ,as a prefix,ཉམ་ང,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉི,as a prefix,ཉི་མ,ཉི་ཚེ,ཉི་ཤུ,ཉི་ཤུ་ལྔ,ཉི་ཤུ་གཅིག,ཉི་ཤུ་གཉིས,ཉི་ཤུ་རྩ་གཉིས,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉི,as an infix,སྟོང་ཕྲག་ཉི་ཤུ་ལྔ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉི,as a postfix,སོམ་ཉི,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉི་ཤུ,as a prefix,ཉི་ཤུ་ལྔ,ཉི་ཤུ་གཅིག,ཉི་ཤུ་གཉིས,ཉི་ཤུ་རྩ་གཉིས,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉི་ཤུ,as an infix,སྟོང་ཕྲག་ཉི་ཤུ་ལྔ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉི་ཤུ་ལྔ,as a postfix,སྟོང་ཕྲག་ཉི་ཤུ་ལྔ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉིད,as a postfix,ཆོས་ཉིད,མཆོག་ཉིད,མཉམ་ཉིད,མཉམ་པ་ཉིད,སྟོང་པ་ཉིད,དེ་ཉིད,དེ་བཞིན་ཉིད,བདག་ཉིད,མཚན་ཉིད,རང་ཉིད,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉུང,as a prefix,ཉུང་ངུ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉེ,as a prefix,ཉེ་དུ,ཉེ་བར,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉོན,as a prefix,ཉོན་མོངས,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
གཉའ,as a prefix,གཉའ་ཤིང,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
གཉིས,as a prefix,གཉིས་ཀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
གཉིས,as a postfix,བཅུ་གཉིས,ཉི་ཤུ་གཉིས,ཉི་ཤུ་རྩ་གཉིས,སུམ་ཅུ་རྩ་གཉིས,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
གཉེན,as a prefix,གཉེན་པོ,གཉེན་མཚམས,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
གཉེན,as a postfix,བཤེས་གཉེན,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
མཉམ,as a prefix,མཉམ་ཉིད,མཉམ་པ་ཉིད,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
སྙན,as a prefix,སྙན་དངགས,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
སྙན,as a postfix,སིལ་སྙན,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
སྙམ,as a postfix,ཇི་སྙམ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
སྙིང,as a prefix,སྙིང་རྗེ,སྙིང་པོ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
སྙེད,as a postfix,ཇི་སྙེད,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྙེན,as a prefix,བསྙེན་བཀུར,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཏུ,as a postfix,རབ་ཏུ,ཤིན་ཏུ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཏེ,as a postfix,གལ་ཏེ,འོན་ཏེ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཏོག,as a postfix,མེ་ཏོག,ཟ་མ་ཏོག,ལིང་ཏོག,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
གཏན,as a postfix,བསམ་གཏན,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
རྟ,as a prefix,རྟ་ཅང་ཤེས,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
རྟག,as a postfix,མི་རྟག,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
རྟུལ,as a prefix,རྟུལ་པོ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
རྟེན,as a postfix,འཇིག་རྟེན,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
རྟོག,as a prefix,རྟོག་གེ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ལྟ,as a prefix,ལྟ་སྟངས,ལྟ་བུ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ལྟ,as an infix,ཇི་ལྟ་བུ་,དེ་ལྟ་ན,དེ་ལྟ་བས་ན,འདི་ལྟ་སྟེ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ལྟ,as a postfix,ཇི་ལྟ,ད་ལྟ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ལྟ་བུ,as an infix,ཇི་ལྟ་བུ་,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ལྟར,as a postfix,ཇི་ལྟར,དེ་ལྟར,འདི་ལྟར,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
སྟ,as a prefix,སྟ་གོན,སྟ་རེ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
སྟ,as a postfix,དགྲ་སྟ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
སྟག,as a prefix,སྟག་མོ,སྟག་ཚང,སྟག་ཤམ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
སྟག,as a postfix,མེ་སྟག,ཤ་སྟག,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
སྟན,as a postfix,མལ་སྟན,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
སྟེ,as a postfix,ཅི་སྟེ,འདི་ལྟ་སྟེ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
སྟོང,as a prefix,སྟོང་པ་ཉིད,སྟོང་ཕྲག,སྟོང་ཕྲག་ཉི་ཤུ་ལྔ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
སྟོང,as a postfix,ཁོང་སྟོང,ཆིག་སྟོང,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
སྟོང་ཕྲག,as a prefix,སྟོང་ཕྲག་ཉི་ཤུ་ལྔ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
སྟོན,as a postfix,དགའ་སྟོན,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྟན,as a postfix,གནས་བརྟན,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྟན,as a prefix,བསྟན་བཅོས,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐ,as a prefix,ཐ་དད,ཐ་མ,ཐ་མལ,ཐ་ཚིག,ཐ་ཤལ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐབ,as a prefix,ཐབ་ཁུང,ཐབ་མོ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐབ,as a postfix,ཁྱིམ་ཐབ,མེ་ཐབ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐབས,as a postfix,ཤམ་ཐབས,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐལ,as a prefix,ཐལ་ཁུང,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐིག,as a prefix,ཐིག་ལེ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐུང,as a prefix,ཐུང་ངུ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐུང,as a postfix,མདུང་ཐུང,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐུན,as a prefix,ཐུན་མོང,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐོ,as a postfix,ཁ་ན་མ་ཐོ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐོས,as a postfix,ཉན་ཐོས,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
མཐའ,as a prefix,མཐའ་དག,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
མཐིང,as a prefix,མཐིང་ཤུན,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
མཐོང,as a postfix,ལྷག་མཐོང,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ད,as a prefix,ད་ལྟ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
དག,as a postfix,གང་དག,མཐའ་དག,དེ་དག,དོན་དག,འདི་དག,གཞན་དག,ཡང་དག,ཤུ་དག,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
དང,as a prefix,དང་པོ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
དད,as a postfix,ཐ་དད,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
དུ,as a prefix,དུ་མ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
དུ,as a postfix,མངོན་དུ,ཅིའི་སླད་དུ,ཉེ་དུ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
དུར,as a prefix,དུར་ཁྲོད,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
དེ,as a prefix,དེ་ཉིད,དེ་ལྟ་ན,དེ་ལྟ་བས་ན,དེ་ལྟར,དེ་དག,དེ་ནས,དེ་བས་ན,དེ་བཞིན་ཉིད,དེ་ཡང,དེ་སྲིད,,,,,,,,,,,,,,,,,,,,,,,,,,
དེ,as a postfix,བན་དེ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
དེང,as a prefix,དེང་སང,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
དོ,as a prefix,དོ་ཤལ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
དོ,as a postfix,བར་མ་དོ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
དོན,as a prefix,དོན་དག,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
དྲི,as a prefix,དྲི་ཆབ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
དྲུག,as a prefix,དྲུག་ཅུ,དྲུག་པོ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
དྲུག,as a postfix,བཅུ་དྲུག,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
དྲུང,as a postfix,གཡུང་དྲུང,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
དྲེགས,as a prefix,དྲེགས་པ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
གདམས,as a prefix,གདམས་ངག,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
བདག,as a prefix,བདག་ཅག,བདག་ཉིད,བདག་པོ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
བདག,as a postfix,ཁྱིམ་བདག,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
བདུན,as a prefix,བདུན་ཅུ,བདུན་པོ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
བདུན,as a postfix,བཅུ་བདུན,སུམ་ཅུ་རྩ་བདུན,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
བདེ,as a prefix,བདེ་འགྲོ,བདེ་བླག,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
མདག,as a prefix,མདག་མེ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
མདུང,as a prefix,མདུང་ཐུང,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
མདུན,as a prefix,མདུན་ན་འདོན,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
མདོ,as a prefix,མདོ་སྡེ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
འདབ,as a prefix,འདབ་ཆགས,འདབ་མ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
འདས,as a postfix,བཅོམ་ལྡན་འདས,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
འདི,as a prefix,འདི་སྐད,འདི་ལྟ་སྟེ,འདི་ལྟར,འདི་དག,འདི་འདྲ,འདི་ཙམ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
འདུ,as a prefix,འདུ་བྱེད,འདུ་འཛི,འདུ་ཤེས,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
འདུན,as a postfix,དགེ་འདུན,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
འདུས,as a prefix,འདུས་བྱས,འདུས་མ་བྱས,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
འདོད,as a prefix,འདོད་ཆགས,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
འདྲ,as a postfix,འདི་འདྲ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
རྡོ,as a prefix,རྡོ་རྗེ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ལྡན,as an infix,བཅོམ་ལྡན་འདས,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
སྡུག,as a prefix,སྡུག་བསྔལ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
སྡེ,as a postfix,མདོ་སྡེ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ན,as a prefix,ན་རེ,ན་ལེ་ཤམ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ན,as an infix,ཁ་ན་མ་ཐོ,མདུན་ན་འདོན,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ན,as a postfix,ཁོ་ན,ཅེ་ན,དེ་ལྟ་ན,དེ་ལྟ་བས་ན,དེ་བས་ན,མདོར་ན,དཔེར་ན,ཞེ་ན,འོ་ན,ཡང་ན,ཤེ་ན,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ནག,as a prefix,ནག་ནོག,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ནག,as a postfix,ཡུངས་ནག,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ནད,as a postfix,རིམས་ནད,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ནན,as a prefix,ནན་ཏན,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ནམ,as a prefix,ནམ་མཁའ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ནས,as a postfix,དེ་ནས,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ནེམ,as a prefix,ནེམ་ནུར,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
གནས,as a prefix,གནས་སྐབས,གནས་བརྟན,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
གནས,as a postfix,སྐྱེ་གནས,ཞི་གནས,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
རྣལ,as a prefix,རྣལ་འབྱོར,རྣལ་མ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
རྣོ,as a prefix,རྣོ་བ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
སྣ,as a prefix,སྣ་ཁུང,སྣ་ཚོགས,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
སྣ,as a postfix,སེར་སྣ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
སྣབས,as a postfix,ངར་སྣབས,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
སྣུམ,as a prefix,སྣུམ་པ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
པ,as an infix,མཉམ་པ་ཉིད,སྟོང་པ་ཉིད,བྱེད་པ་པོ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
པ,as a postfix,ཁྲོན་པ,འགྲམ་པ,རྟིང་པ,སྟུག་པ,དྲེགས་པ,སྣུམ་པ,ཡངས་པ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
པད,as a prefix,པད་མ,པད་མོ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
པོ,as an infix,གླང་པོ་ཆེ,རིན་པོ་ཆེ,རླབས་པོ་ཆེ,ལམ་པོ་ཆེ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
པོ,as a postfix,ཀྱོག་པོ,དཀར་པོ,དགུ་པོ,རྒྱལ་པོ,བརྒྱད་པོ,དངོས་པོ,ཆེན་པོ,གཉེན་པོ,སྙིང་པོ,རྟུལ་པོ,སྟུག་པོ,དང་པོ,དྲག་པོ,དྲུག་པོ,བདག་པོ,བདུན་པོ,རྣོན་པོ,ཕུང་པོ,བྱེད་པ་པོ,བློན་པོ,དབང་པོ,མང་པོ,མོག་མོག་པོ,བཙན་པོ,བཞི་པོ,བཟང་པོ,རིང་པོ,སྲིན་པོ,གསུམ་པོ,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
དཔག,as a prefix,དཔག་ཚད,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
དཔའ,as a postfix,སེམས་དཔའ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
