,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
གྲི,as a prefix,གྲི་གུག,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
གྲི,as a postfix,སྤུ་གྲི,རལ་གྲི,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
གྲོ,as a prefix,གྲོ་ག,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
གྲོ,as a postfix,རིམ་གྲོ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
གྲོང,as a prefix,གྲོང་ཁྱེར,གྲོང་རྡལ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
གྲོས,as a postfix,བློ་གྲོས,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
གླང,as a prefix,གླང་ཆེན,གླང་པོ་ཆེ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
གློ,as a prefix,གློ་བུར,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
དགའ,as a prefix,དགའ་སྟོན,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
དགུ,as a prefix,དགུ་པོ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
དགུ,as a postfix,བཅུ་དགུ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
དགེ,as a prefix,དགེ་འདུན,དགེ་སྦྱོང,དགེ་སློང,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
དགེ,as a postfix,མི་དགེ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
དགྲ,as a prefix,དགྲ་བཅོམ,དགྲ་སྟ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
མགོ,as a prefix,མགོ་བོ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
འགའ,as a prefix,འགའ་ཞིག,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
འགྲོ,as a postfix,ངན་འགྲོ,དུད་འགྲོ,བདེ་འགྲོ,བྲང་འགྲོ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒན,as a prefix,རྒན་རབས,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱ,as a prefix,རྒྱ་སྐྱེགས,རྒྱ་གར,རྒྱ་མཚོ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱན,as a postfix,ཨུ་རྒྱན,ཨོ་རྒྱན,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱབ,as a prefix,རྒྱབ་ཡོལ་,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱལ,as a prefix,རྒྱལ་ཆེན,རྒྱལ་པོ,རྒྱལ་རིགས,རྒྱལ་སྲིད,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱལ,as a postfix,ང་རྒྱལ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱས,as a postfix,སངས་རྒྱས,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱུ,as a prefix,རྒྱུ་སྐར,རྒྱུ་ཅན,རྒྱུ་སྤུན,རྒྱུ་མཚན,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱུ,as a postfix,སྨིག་རྒྱུ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱུད,as a postfix,ལུ་གུ་རྒྱུད,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
སྒོ,as a prefix,སྒོ་ཁྱུད,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
སྒྱུ,as a prefix,སྒྱུ་མ,སྒྱུ་རྩལ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
སྒྱུ,as a postfix,སྨིག་སྒྱུ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
སྒྲ,as a prefix,སྒྲ་གཅན,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྒྱ,as a postfix,ཆིག་བརྒྱ,སུམ་བརྒྱ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྒྱད,as a prefix,བརྒྱད་ཅུ,བརྒྱད་པོ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྒྱད,as a postfix,བཅོ་བརྒྱད,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ང,as a prefix,ང་རྒྱལ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ང,as an infix,ཡ་ང་བ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ང,as a postfix,ཉམ་ང,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ངག,as a postfix,གདམས་ངག,མན་ངག,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ངན,as a prefix,ངན་འགྲོ,ངན་ངོན,ངན་སོང,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ངན,as a postfix,མྱ་ངན,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ངེས,as a prefix,ངེས་པར,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ངོ,as a prefix,ངོ་བོ,ངོ་ཚ,ངོ་མཚར,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ངོ,as a postfix,ཡར་ངོ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
དངོས,as a prefix,དངོས་པོ,དངོས་གཞི,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
མངོན,as a prefix,མངོན་དུ,མངོན་པར,མངོན་སུམ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ལྔ,as a postfix,བཅོ་ལྔ,ཉི་ཤུ་ལྔ,སྟོང་ཕྲག་ཉི་ཤུ་ལྔ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
སྔ,as a prefix,སྔ་ལྟས,སྔ་མ,སྔ་རོལ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
སྔགས,as a postfix,སྨྲེ་སྔགས,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
སྔོན,as a prefix,སྔོན་ཆད,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྔལ,as a postfix,སྡུག་བསྔལ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཅག,as a postfix,ཁྱེད་ཅག,བདག་ཅག,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཅང,as a prefix,ཅང་ཏེའུ,ཅང་ཤེས,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཅང,as an infix,རྟ་ཅང་ཤེས,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཅང,as a postfix,ཧ་ཅང,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཅང་ཤེས,as a postfix,རྟ་ཅང་ཤེས,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཅན,as a postfix,རྒྱུ་ཅན,ཆོས་ཅན,ཡུལ་ཅན,སེམས་ཅན,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཅི,as a prefix,ཅི་སྟེ,ཅི་མ་རུང,ཅི་ཞིག,ཅི་ཡང,ཅི་རིགས,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཅིག,as a prefix,ཅིག་ཅར,ཅིག་ཤོས,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཅིག,as a postfix,སྐད་ཅིག,ཁ་ཅིག,ལྷན་ཅིག,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཅུང,as a prefix,ཅུང་ཟད,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
གཅིག,as a prefix,གཅིག་པུ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
གཅིག,as a postfix,བཅུ་གཅིག,ཉི་ཤུ་གཅིག,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
བཅའ,as a prefix,བཅའ་སྒ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
བཅུ,as a prefix,བཅུ་དགུ,བཅུ་གཅིག,བཅུ་གཉིས,བཅུ་དྲུག,བཅུ་བདུན,བཅུ་བཞི,བཅུ་གསུམ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
བཅུད,as a prefix,བཅུད་ལེན,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
བཅོམ,as a prefix,བཅོམ་ལྡན་འདས,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
བཅོམ,as a postfix,དགྲ་བཅོམ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ལྕགས,as a prefix,ལྕགས་ཀྱུ,ལྕགས་སྦྲང,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ལྕི,as a postfix,གསུས་ལྕི,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ལྕེ,as a prefix,ལྕེ་སྤྱང,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆ,as a prefix,ཆ་བྱད,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆ,as a postfix,གོ་ཆ,མལ་ཆ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆགས,as a postfix,འདབ་ཆགས,འདོད་ཆགས,བག་ཆགས,སྲོག་ཆགས,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆང,as a postfix,རྒུན་ཆང,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆད,as a postfix,སྔོན་ཆད,ཕན་ཆད,བར་ཆད,མན་ཆད,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆབ,as a postfix,དྲི་ཆབ,ཡོན་ཆབ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆུ,as a prefix,ཆུ་བུར,ཆུ་བོ,ཆུ་སྦྲང,ཆུ་ཤེལ,ཆུ་སྲིན,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆུ,as a postfix,སྒ་ཆུ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆུང,as a prefix,ཆུང་ངུ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆུབ,as a postfix,བྱང་ཆུབ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆེ,as a prefix,ཆེ་གེ་མོ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆེ,as a postfix,གལ་ཆེ,གླང་པོ་ཆེ,ཕལ་ཆེ,རིན་པོ་ཆེ,རླབས་པོ་ཆེ,ལམ་པོ་ཆེ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆེན,as a prefix,ཆེན་པོ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆེན,as a postfix,ཀློང་ཆེན,ཁྱུང་ཆེན,གླང་ཆེན,རྒྱལ་ཆེན,རིན་ཆེན,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆོས,as a prefix,ཆོས་གོས,ཆོས་ཅན,ཆོས་ཉིད,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
